query,dataset,run_number,vanilla_time_sec
query46.sql,tpcds,5,15.21
query47.sql,tpcds,5,19.37
query48.sql,tpcds,5,14.64
query49.sql,tpcds,5,20.95
query5.sql,tpcds,5,19.79
query50.sql,tpcds,5,23.21
query51.sql,tpcds,5,23.94
query52.sql,tpcds,5,13.49
query53.sql,tpcds,5,14.41
query54.sql,tpcds,5,18.34
query55.sql,tpcds,5,13.13
query56.sql,tpcds,5,16.42
query57.sql,tpcds,5,15.86
query58.sql,tpcds,5,16.51
query59.sql,tpcds,5,16.08
query6.sql,tpcds,5,22.72
query60.sql,tpcds,5,17.51
query61.sql,tpcds,5,10.73
query62.sql,tpcds,5,13.81
query63.sql,tpcds,5,14.26
query64.sql,tpcds,5,35.95
query65.sql,tpcds,5,19.07
query66.sql,tpcds,5,16.74
query67.sql,tpcds,5,fail
query68.sql,tpcds,5,15.49
query69.sql,tpcds,5,12.35
query7.sql,tpcds,5,16.30
query70.sql,tpcds,5,16.05
query71.sql,tpcds,5,15.11
query72.sql,tpcds,5,36.80
query73.sql,tpcds,5,14.52
query74.sql,tpcds,5,26.44
query75.sql,tpcds,5,25.07
query76.sql,tpcds,5,15.32
query77.sql,tpcds,5,18.17
query78.sql,tpcds,5,36.11
query79.sql,tpcds,5,14.69
query8.sql,tpcds,5,14.72
query80.sql,tpcds,5,37.04
query81.sql,tpcds,5,15.27
query82.sql,tpcds,5,16.12
query83.sql,tpcds,5,14.83
query84.sql,tpcds,5,14.18
query85.sql,tpcds,5,18.43
query86.sql,tpcds,5,13.79
query87.sql,tpcds,5,20.51
query88.sql,tpcds,5,18.12
query89.sql,tpcds,5,15.17
query9.sql,tpcds,5,14.88
query90.sql,tpcds,5,12.41
query91.sql,tpcds,5,13.08
query92.sql,tpcds,5,15.06
query93.sql,tpcds,5,25.85
query94.sql,tpcds,5,19.98
query95.sql,tpcds,5,25.63
query96.sql,tpcds,5,12.42
query97.sql,tpcds,5,19.62
query98.sql,tpcds,5,15.18
query99.sql,tpcds,5,14.07
1.sql,tpch,6,32.62
10.sql,tpch,6,22.80
11.sql,tpch,6,12.07
12.sql,tpch,6,19.48
13.sql,tpch,6,20.41
14.sql,tpch,6,14.96
15.sql,tpch,6,17.07
16.sql,tpch,6,17.80
17.sql,tpch,6,33.53
18.sql,tpch,6,33.91
19.sql,tpch,6,14.59
2.sql,tpch,6,16.59
20.sql,tpch,6,16.57
21.sql,tpch,6,33.27
22.sql,tpch,6,15.47
3.sql,tpch,6,21.96
4.sql,tpch,6,22.30
5.sql,tpch,6,30.14
6.sql,tpch,6,11.95
7.sql,tpch,6,27.28
8.sql,tpch,6,24.47
9.sql,tpch,6,31.00
query1.sql,tpcds,6,16.13
query10.sql,tpcds,6,16.37
query11.sql,tpcds,6,28.98
query12.sql,tpcds,6,14.24
query13.sql,tpcds,6,14.06
query14.sql,tpcds,6,fail
query15.sql,tpcds,6,14.74
query16.sql,tpcds,6,16.51
query17.sql,tpcds,6,30.65
query18.sql,tpcds,6,16.41
query19.sql,tpcds,6,14.87
query2.sql,tpcds,6,14.86
query20.sql,tpcds,6,14.11
query21.sql,tpcds,6,13.66
query22.sql,tpcds,6,14.34
query23.sql,tpcds,6,fail
query24.sql,tpcds,6,fail
query25.sql,tpcds,6,29.53
query26.sql,tpcds,6,14.92
query27.sql,tpcds,6,15.86
query28.sql,tpcds,6,18.67
query29.sql,tpcds,6,29.92
query3.sql,tpcds,6,13.30
query30.sql,tpcds,6,fail
query31.sql,tpcds,6,18.79
query32.sql,tpcds,6,14.29
query33.sql,tpcds,6,15.72
query34.sql,tpcds,6,14.39
query35.sql,tpcds,6,17.19
query36.sql,tpcds,6,14.94
query37.sql,tpcds,6,16.11
query38.sql,tpcds,6,20.01
query39.sql,tpcds,6,fail
query4.sql,tpcds,6,37.67
query40.sql,tpcds,6,20.11
query41.sql,tpcds,6,10.52
query42.sql,tpcds,6,12.95
query43.sql,tpcds,6,12.88
query44.sql,tpcds,6,15.34
query45.sql,tpcds,6,13.15
query46.sql,tpcds,6,15.12
query47.sql,tpcds,6,19.12
query48.sql,tpcds,6,15.07
query49.sql,tpcds,6,20.46
query5.sql,tpcds,6,20.10
query50.sql,tpcds,6,22.35
query51.sql,tpcds,6,23.53
query52.sql,tpcds,6,12.80
query53.sql,tpcds,6,14.28
query54.sql,tpcds,6,19.43
query55.sql,tpcds,6,13.31
query56.sql,tpcds,6,16.33
query57.sql,tpcds,6,15.29
query58.sql,tpcds,6,16.29
query59.sql,tpcds,6,16.38
query6.sql,tpcds,6,22.89
query60.sql,tpcds,6,18.23
query61.sql,tpcds,6,11.11
query62.sql,tpcds,6,14.09
query63.sql,tpcds,6,14.12
query64.sql,tpcds,6,37.10
query65.sql,tpcds,6,19.17
query66.sql,tpcds,6,16.35
query67.sql,tpcds,6,fail
query68.sql,tpcds,6,14.72
query69.sql,tpcds,6,11.53
query7.sql,tpcds,6,16.42
query70.sql,tpcds,6,16.11
query71.sql,tpcds,6,14.94
query72.sql,tpcds,6,36.71
query73.sql,tpcds,6,14.28
query74.sql,tpcds,6,27.50
query75.sql,tpcds,6,25.16
query76.sql,tpcds,6,15.55
query77.sql,tpcds,6,16.67
query78.sql,tpcds,6,36.20
query79.sql,tpcds,6,14.71
query8.sql,tpcds,6,14.38
query80.sql,tpcds,6,38.53
query81.sql,tpcds,6,15.37
query82.sql,tpcds,6,16.53
query83.sql,tpcds,6,14.59
query84.sql,tpcds,6,13.90
query85.sql,tpcds,6,17.71
query86.sql,tpcds,6,13.48
query87.sql,tpcds,6,20.63
query88.sql,tpcds,6,16.92
query89.sql,tpcds,6,14.98
query9.sql,tpcds,6,15.66
query90.sql,tpcds,6,12.82
query91.sql,tpcds,6,12.81
query92.sql,tpcds,6,14.94
query93.sql,tpcds,6,26.79
query94.sql,tpcds,6,19.18
query95.sql,tpcds,6,27.10
query96.sql,tpcds,6,11.96
query97.sql,tpcds,6,18.89
query98.sql,tpcds,6,14.87
query99.sql,tpcds,6,13.87
1.sql,tpch,7,32.23
10.sql,tpch,7,21.76
11.sql,tpch,7,12.24
12.sql,tpch,7,17.41
13.sql,tpch,7,18.12
14.sql,tpch,7,14.97
15.sql,tpch,7,16.87
16.sql,tpch,7,18.47
17.sql,tpch,7,34.62
18.sql,tpch,7,32.91
19.sql,tpch,7,15.30
2.sql,tpch,7,15.81
20.sql,tpch,7,16.27
21.sql,tpch,7,33.15
22.sql,tpch,7,16.38
3.sql,tpch,7,21.72
4.sql,tpch,7,27.47
5.sql,tpch,7,35.04
6.sql,tpch,7,11.45
7.sql,tpch,7,32.81
8.sql,tpch,7,24.37
9.sql,tpch,7,30.13
query1.sql,tpcds,7,15.23
query10.sql,tpcds,7,16.17
query11.sql,tpcds,7,31.39
query12.sql,tpcds,7,14.62
query13.sql,tpcds,7,14.40
query14.sql,tpcds,7,fail
query15.sql,tpcds,7,14.59
query16.sql,tpcds,7,15.74
query17.sql,tpcds,7,29.90
query18.sql,tpcds,7,16.38
query19.sql,tpcds,7,14.75
query2.sql,tpcds,7,14.66
query20.sql,tpcds,7,13.80
query21.sql,tpcds,7,13.57
query22.sql,tpcds,7,15.15
query23.sql,tpcds,7,fail
query24.sql,tpcds,7,fail
query25.sql,tpcds,7,29.53
query26.sql,tpcds,7,15.08
query27.sql,tpcds,7,15.63
query28.sql,tpcds,7,20.96
query29.sql,tpcds,7,30.43
query3.sql,tpcds,7,13.14
query30.sql,tpcds,7,fail
query31.sql,tpcds,7,19.54
query32.sql,tpcds,7,14.60
query33.sql,tpcds,7,16.49
query34.sql,tpcds,7,14.33
query35.sql,tpcds,7,17.05
query36.sql,tpcds,7,14.71
query37.sql,tpcds,7,15.95
query38.sql,tpcds,7,20.23
query39.sql,tpcds,7,fail
query4.sql,tpcds,7,37.79
query40.sql,tpcds,7,19.36
query41.sql,tpcds,7,10.22
query42.sql,tpcds,7,12.49
query43.sql,tpcds,7,13.76
query44.sql,tpcds,7,14.58
query45.sql,tpcds,7,13.66
query46.sql,tpcds,7,15.75
query47.sql,tpcds,7,19.23
query48.sql,tpcds,7,14.88
query49.sql,tpcds,7,20.68
query5.sql,tpcds,7,19.56
query50.sql,tpcds,7,24.37
query51.sql,tpcds,7,23.03
query52.sql,tpcds,7,12.96
query53.sql,tpcds,7,14.03
query54.sql,tpcds,7,17.74
query55.sql,tpcds,7,14.17
query56.sql,tpcds,7,16.19
query57.sql,tpcds,7,14.58
query58.sql,tpcds,7,16.82
query59.sql,tpcds,7,15.67
query6.sql,tpcds,7,19.10
query60.sql,tpcds,7,16.99
query61.sql,tpcds,7,10.43
query62.sql,tpcds,7,14.45
query63.sql,tpcds,7,14.04
query64.sql,tpcds,7,37.40
query65.sql,tpcds,7,17.95
query66.sql,tpcds,7,16.70
query67.sql,tpcds,7,fail
query68.sql,tpcds,7,15.79
query69.sql,tpcds,7,11.84
query7.sql,tpcds,7,15.76
query70.sql,tpcds,7,15.49
query71.sql,tpcds,7,15.30
query72.sql,tpcds,7,37.01
query73.sql,tpcds,7,14.55
query74.sql,tpcds,7,26.00
query75.sql,tpcds,7,26.22
query76.sql,tpcds,7,14.79
query77.sql,tpcds,7,17.35
query78.sql,tpcds,7,35.61
query79.sql,tpcds,7,14.86
query8.sql,tpcds,7,14.63
query80.sql,tpcds,7,35.44
query81.sql,tpcds,7,15.37
query82.sql,tpcds,7,16.95
query83.sql,tpcds,7,15.49
query84.sql,tpcds,7,14.13
query85.sql,tpcds,7,18.43
query86.sql,tpcds,7,13.40
query87.sql,tpcds,7,19.81
query88.sql,tpcds,7,17.90
query89.sql,tpcds,7,15.02
query9.sql,tpcds,7,15.17
query90.sql,tpcds,7,12.69
query91.sql,tpcds,7,13.53
query92.sql,tpcds,7,14.64
query93.sql,tpcds,7,26.00
query94.sql,tpcds,7,20.25
query95.sql,tpcds,7,26.04
query96.sql,tpcds,7,12.57
query97.sql,tpcds,7,20.80
query98.sql,tpcds,7,14.74
query99.sql,tpcds,7,14.40
1.sql,tpch,8,31.63
10.sql,tpch,8,21.08
11.sql,tpch,8,12.50
12.sql,tpch,8,17.11
13.sql,tpch,8,18.53
14.sql,tpch,8,14.76
15.sql,tpch,8,17.68
16.sql,tpch,8,16.81
17.sql,tpch,8,34.23
18.sql,tpch,8,33.50
19.sql,tpch,8,14.60
2.sql,tpch,8,15.35
20.sql,tpch,8,17.02
21.sql,tpch,8,33.47
22.sql,tpch,8,16.18
3.sql,tpch,8,19.93
4.sql,tpch,8,23.12
5.sql,tpch,8,33.02
6.sql,tpch,8,11.88
7.sql,tpch,8,26.84
8.sql,tpch,8,24.39
9.sql,tpch,8,31.48
query1.sql,tpcds,8,15.66
query10.sql,tpcds,8,16.37
query11.sql,tpcds,8,27.59
query12.sql,tpcds,8,14.53
query13.sql,tpcds,8,13.69
query14.sql,tpcds,8,fail
query15.sql,tpcds,8,14.33
query16.sql,tpcds,8,15.77
query17.sql,tpcds,8,30.24
query18.sql,tpcds,8,16.17
query19.sql,tpcds,8,15.43
query2.sql,tpcds,8,15.14
query20.sql,tpcds,8,13.58
query21.sql,tpcds,8,13.21
query22.sql,tpcds,8,14.92
query23.sql,tpcds,8,fail
query24.sql,tpcds,8,fail
query25.sql,tpcds,8,29.85
query26.sql,tpcds,8,14.77
query27.sql,tpcds,8,15.60
query28.sql,tpcds,8,20.14
query29.sql,tpcds,8,29.45
query3.sql,tpcds,8,12.90
query30.sql,tpcds,8,fail
query31.sql,tpcds,8,20.68
query32.sql,tpcds,8,14.13
query33.sql,tpcds,8,15.85
query34.sql,tpcds,8,14.61
query35.sql,tpcds,8,17.51
query36.sql,tpcds,8,14.92
query37.sql,tpcds,8,15.68
query38.sql,tpcds,8,19.96
query39.sql,tpcds,8,fail
query4.sql,tpcds,8,39.55
query40.sql,tpcds,8,19.22
query41.sql,tpcds,8,10.95
query42.sql,tpcds,8,12.75
query43.sql,tpcds,8,13.22
query44.sql,tpcds,8,14.75
query45.sql,tpcds,8,14.67
query46.sql,tpcds,8,15.94
query47.sql,tpcds,8,18.77
query48.sql,tpcds,8,14.84
query49.sql,tpcds,8,20.56
query5.sql,tpcds,8,20.14
query50.sql,tpcds,8,22.16
query51.sql,tpcds,8,23.69
query52.sql,tpcds,8,12.92
query53.sql,tpcds,8,13.96
query54.sql,tpcds,8,18.70
query55.sql,tpcds,8,13.56
query56.sql,tpcds,8,16.27
query57.sql,tpcds,8,15.60
query58.sql,tpcds,8,17.03
query59.sql,tpcds,8,16.09
query6.sql,tpcds,8,19.09
query60.sql,tpcds,8,17.50
query61.sql,tpcds,8,10.30
query62.sql,tpcds,8,13.77
query63.sql,tpcds,8,13.92
query64.sql,tpcds,8,36.93
query65.sql,tpcds,8,18.96
query66.sql,tpcds,8,16.28
query67.sql,tpcds,8,fail
query68.sql,tpcds,8,15.49
query69.sql,tpcds,8,11.88
query7.sql,tpcds,8,16.10
query70.sql,tpcds,8,15.20
query71.sql,tpcds,8,15.56
query72.sql,tpcds,8,36.11
query73.sql,tpcds,8,20.22
query74.sql,tpcds,8,27.96
query75.sql,tpcds,8,25.54
query76.sql,tpcds,8,15.24
query77.sql,tpcds,8,17.87
query78.sql,tpcds,8,35.71
query79.sql,tpcds,8,14.64
query8.sql,tpcds,8,14.61
query80.sql,tpcds,8,34.63
query81.sql,tpcds,8,15.22
query82.sql,tpcds,8,16.62
query83.sql,tpcds,8,14.29
query84.sql,tpcds,8,14.44
query85.sql,tpcds,8,18.28
query86.sql,tpcds,8,13.87
query87.sql,tpcds,8,20.10
query88.sql,tpcds,8,17.55
query89.sql,tpcds,8,15.36
query9.sql,tpcds,8,14.96
query90.sql,tpcds,8,12.93
query91.sql,tpcds,8,13.35
query92.sql,tpcds,8,14.27
query93.sql,tpcds,8,25.85
query94.sql,tpcds,8,20.72
query95.sql,tpcds,8,25.95
query96.sql,tpcds,8,12.49
query97.sql,tpcds,8,18.83
query98.sql,tpcds,8,15.20
query99.sql,tpcds,8,13.73
1.sql,tpch,9,32.55
10.sql,tpch,9,21.53
11.sql,tpch,9,12.25
12.sql,tpch,9,18.27
13.sql,tpch,9,19.41
14.sql,tpch,9,15.09
15.sql,tpch,9,17.02
16.sql,tpch,9,18.22
17.sql,tpch,9,34.42
18.sql,tpch,9,34.49
19.sql,tpch,9,14.48
2.sql,tpch,9,15.56
20.sql,tpch,9,17.41
21.sql,tpch,9,33.94
22.sql,tpch,9,15.79
3.sql,tpch,9,19.86
4.sql,tpch,9,24.56
5.sql,tpch,9,32.39
6.sql,tpch,9,11.83
7.sql,tpch,9,31.86
8.sql,tpch,9,26.31
9.sql,tpch,9,31.08
query1.sql,tpcds,9,15.10
query10.sql,tpcds,9,16.78
query11.sql,tpcds,9,28.53
query12.sql,tpcds,9,14.08
query13.sql,tpcds,9,13.66
query14.sql,tpcds,9,fail
query15.sql,tpcds,9,14.83
query16.sql,tpcds,9,15.82
query17.sql,tpcds,9,30.52
query18.sql,tpcds,9,15.74
query19.sql,tpcds,9,14.67
query2.sql,tpcds,9,14.54
query20.sql,tpcds,9,13.58
query21.sql,tpcds,9,13.70
query22.sql,tpcds,9,15.04
query23.sql,tpcds,9,fail
query24.sql,tpcds,9,fail
query25.sql,tpcds,9,30.52
query26.sql,tpcds,9,15.10
query27.sql,tpcds,9,15.99
query28.sql,tpcds,9,19.98
query29.sql,tpcds,9,30.85
query3.sql,tpcds,9,12.88
query30.sql,tpcds,9,fail
query31.sql,tpcds,9,20.79
query32.sql,tpcds,9,14.60
query33.sql,tpcds,9,16.10
query34.sql,tpcds,9,14.63
query35.sql,tpcds,9,16.95
query36.sql,tpcds,9,15.24
query37.sql,tpcds,9,15.68
query38.sql,tpcds,9,20.10
query39.sql,tpcds,9,fail
query4.sql,tpcds,9,37.59
query40.sql,tpcds,9,20.18
query41.sql,tpcds,9,10.83
query42.sql,tpcds,9,12.50
query43.sql,tpcds,9,13.40
query44.sql,tpcds,9,15.39
query45.sql,tpcds,9,13.77
query46.sql,tpcds,9,14.85
query47.sql,tpcds,9,18.13
query48.sql,tpcds,9,15.17
query49.sql,tpcds,9,20.60
query5.sql,tpcds,9,19.79
query50.sql,tpcds,9,22.01
query51.sql,tpcds,9,24.04
query52.sql,tpcds,9,13.31
query53.sql,tpcds,9,14.50
query54.sql,tpcds,9,17.70
query55.sql,tpcds,9,14.76
query56.sql,tpcds,9,16.44
query57.sql,tpcds,9,15.25
query58.sql,tpcds,9,17.01
query59.sql,tpcds,9,16.07
query6.sql,tpcds,9,20.42
query60.sql,tpcds,9,16.84
query61.sql,tpcds,9,10.70
query62.sql,tpcds,9,14.33
query63.sql,tpcds,9,14.23
query64.sql,tpcds,9,35.89
query65.sql,tpcds,9,18.78
query66.sql,tpcds,9,16.96
query67.sql,tpcds,9,fail
query68.sql,tpcds,9,15.14
query69.sql,tpcds,9,12.47
query7.sql,tpcds,9,15.77
query70.sql,tpcds,9,15.70
query71.sql,tpcds,9,15.68
query72.sql,tpcds,9,36.08
query73.sql,tpcds,9,14.37
query74.sql,tpcds,9,26.96
query75.sql,tpcds,9,24.28
query76.sql,tpcds,9,15.25
query77.sql,tpcds,9,17.37
query78.sql,tpcds,9,37.43
query79.sql,tpcds,9,14.33
query8.sql,tpcds,9,14.22
query80.sql,tpcds,9,35.25
query81.sql,tpcds,9,14.87
query82.sql,tpcds,9,16.53
query83.sql,tpcds,9,14.47
query84.sql,tpcds,9,14.65
query85.sql,tpcds,9,18.64
query86.sql,tpcds,9,13.33
query87.sql,tpcds,9,20.87
query88.sql,tpcds,9,17.85
query89.sql,tpcds,9,14.91
query9.sql,tpcds,9,15.14
query90.sql,tpcds,9,12.46
query91.sql,tpcds,9,12.73
query92.sql,tpcds,9,14.36
query93.sql,tpcds,9,25.95
query94.sql,tpcds,9,19.85
query95.sql,tpcds,9,24.13
query96.sql,tpcds,9,12.07
query97.sql,tpcds,9,19.73
query98.sql,tpcds,9,15.21
query99.sql,tpcds,9,15.15
